Frames,Timestamp,F1_score,F2_score,F_diff,pid,qid
106,2.256786708339982,1575.3078955327817,2699.448145326011,1124.1402497932293,40,13
107,2.2668387708107987,1364.0366944153084,2138.701081840718,774.6643874254096,40,13
108,2.276890833281615,1329.6071148983247,1943.0483513161428,613.4412364178181,40,13
109,2.286942895752432,1264.4223247800355,1616.4586509252115,352.03632614517596,40,13
110,2.296994958223249,970.310992683113,2399.0550967952468,1428.7441041121338,40,13
111,2.307047020694066,1341.2947527907647,2629.8964711190033,1288.6017183282386,40,13
112,2.3170990831648823,1361.0673605057218,2019.9492946741973,658.8819341684755,40,13
113,2.327151145635699,1274.1593254959641,2205.2347788335187,931.0754533375546,40,13
114,2.3372032081065157,1495.4741634157037,2776.512014383573,1281.0378509678692,40,13
115,2.3472552705773326,1200.6704516634738,1945.811819441924,745.1413677784501,40,13
116,2.357307333048149,1152.7817811626664,2680.005747379076,1527.2239662164097,40,13
117,2.3673593955189656,331.700912229339,1607.5200127308412,1275.8191005015024,40,13
118,2.3774114579897825,308.4170778110508,1575.9080159991572,1267.4909381881064,40,13
119,2.3874635204605994,739.5495310517761,1624.0778056515783,884.5282745998022,40,13
120,2.397515582931416,1511.5416501283094,2426.8056853468256,915.2640352185163,40,13
121,2.4075676454022323,350.65155016197235,1700.2620718870019,1349.6105217250295,40,13
122,2.4176197078730493,1570.717881983165,2628.988842383704,1058.2709604005393,40,13
123,2.427671770343866,395.26899821879977,1616.6322998570477,1221.3633016382478,40,13
124,2.437723832814683,441.76488044114757,1730.6908928862042,1288.9260124450566,40,13
125,2.4477758952854995,1263.1161263058596,2385.0899175937648,1121.9737912879052,40,13
126,2.457827957756316,400.2813672840427,1916.8561895369319,1516.5748222528891,40,13
127,2.467880020227133,1567.866810498527,2771.483910903035,1203.617100404508,40,13
128,2.47793208269795,1253.9565016030397,2375.1425449669787,1121.186043363939,40,13
129,2.4879841451687663,1619.986700584573,2996.6506642529616,1376.6639636683885,40,13
130,2.498036207639583,1344.34420757715,2025.4183468148171,681.0741392376672,40,13
131,2.5080882701103997,1262.5423252800383,2157.7235197567616,895.1811944767232,40,13
132,2.5181403325812166,1705.877521360649,2703.5065395696997,997.6290182090506,40,13
133,2.528192395052033,1731.8946883429287,3051.7795684361445,1319.8848800932158,40,13
134,2.53824445752285,1199.5300207823193,1964.0725141333494,764.5424933510301,40,13
135,2.5482965199936665,1370.7465850524832,2024.4870876191314,653.7405025666483,40,13
136,2.5583485824644834,1271.0768896994134,2315.8819113003055,1044.8050216008921,40,13
137,2.5684006449353003,1689.5038074822162,2746.181269322016,1056.6774618397997,40,13
138,2.5784527074061168,1672.4668481063143,2500.3739698735462,827.907121767232,40,13
139,2.5885047698769332,1429.5471855108683,2378.5059689578293,948.958783446961,40,13
140,2.59855683234775,1399.2036598168304,1680.0269090270235,280.8232492101931,40,13
141,2.608608894818567,1662.0348927029017,1926.0638605686206,264.02896786571887,40,13
142,2.6186609572893835,1629.4680527016324,2513.7598915560443,884.2918388544119,40,13
143,2.6287130197602,899.7684418617396,1733.3021155346107,833.5336736728711,40,13
144,2.638765082231017,1041.3377236541558,1784.9256610969805,743.5879374428248,40,13
145,2.648817144701834,1391.5724706293927,1735.1875062323231,343.61503560293045,40,13
146,2.6588692071726507,1621.4602078331177,1760.058074399088,138.5978665659702,40,13
147,2.668921269643467,1674.8431374403901,1761.4144890897326,86.57135164934243,40,13
148,2.6789733321142837,1238.0539244071135,2043.3256210584136,805.2716966513001,40,13
149,2.6890253945851006,839.9903115217583,1701.4976196204457,861.5073080986874,40,13
150,2.6990774570559175,1244.6937910916113,1680.8253328096498,436.13154171803853,40,13
151,2.709129519526734,1713.7627742556485,2092.9328895131157,379.17011525746716,40,13
152,2.7191815819975504,1695.0604641239015,1859.4907298819778,164.4302657580763,40,13
153,2.7292336444683674,1692.298157133807,2006.4411557505546,314.1429986167475,40,13
154,2.7392857069391843,1512.1612954122622,1691.8426304697225,179.68133505746027,40,13
155,2.7493377694100007,1289.5581370972634,2402.3189965681686,1112.7608594709052,40,13
156,2.759389831880817,1737.307399600892,2601.425725756992,864.1183261561,40,13
157,2.769441894351634,1748.8029828061776,1869.6089261333889,120.80594332721125,40,13
158,2.779493956822451,1155.6732536109498,1772.2739188905075,616.6006652795577,40,13
159,2.789546019293268,669.2205683891921,1733.5839610953487,1064.3633927061567,40,13
160,2.7995980817640844,673.7522233020015,1750.987804043336,1077.2355807413344,40,13
161,2.809650144234901,1718.5271396980827,2056.389686888159,337.86254719007616,40,13
162,2.819702206705718,1639.0005546576954,1789.0702952055913,150.0697405478959,40,13
163,2.8297542691765347,509.9885585584536,1776.1743329096657,1266.185774351212,40,13
164,2.839806331647351,765.7755726321365,1703.095744332797,937.3201717006606,40,13
165,2.8498583941181677,717.2222999040154,1718.6473275868595,1001.4250276828442,40,13
166,2.8599104565889846,762.8446436050056,1785.2828186700433,1022.4381750650377,40,13
167,2.8699625190598015,750.6232271928001,1743.9185349821792,993.2953077893791,40,13
168,2.880014581530618,1106.4040089823736,2129.6769643320836,1023.27295534971,40,13
169,2.890066644001435,1659.2360906319466,1840.1382562467534,180.9021656148068,40,13
170,2.9001187064722513,1179.0253827261697,1776.2572902551017,597.231907528932,40,13
171,2.9101707689430683,932.142855236622,1820.9094526203141,888.7665973836921,40,13
172,2.920222831413885,1631.24280348541,1831.4205891020197,200.17778561660975,40,13
173,2.9302748938847016,1441.6476917844711,1716.4778808718138,274.83018908734266,40,13
174,2.940326956355518,1513.8196700081462,1719.2019338880018,205.3822638798556,40,13
175,2.950379018826335,985.5059623091191,1741.395984654333,755.8900223452139,40,13
176,2.960431081297152,608.567157048535,1696.3192842884378,1087.7521272399026,40,13
177,2.9704831437679684,1516.8254734283846,1729.2707095551077,212.4452361267231,40,13
178,2.980535206238785,1242.2577052225067,1787.2105416337909,544.9528364112841,40,13
179,2.990587268709602,1761.844379140024,3075.57600781995,1313.731628679926,40,13
180,3.0006393311804187,933.1438085994255,2189.0622257803066,1255.918417180881,40,13
181,3.0106913936512356,691.987423112854,1772.0709368696141,1080.08351375676,40,13
182,3.020743456122052,863.7059454820018,1741.2141358739132,877.5081903919114,40,13
183,3.0307955185928686,1173.7576335710623,1957.9154277381394,784.1577941670771,40,13
184,3.0408475810636855,1541.0526241980322,1731.8500390761574,190.7974148781252,40,13
185,3.0508996435345024,1031.319332287865,1857.3951030809058,826.0757707930406,40,13
186,3.060951706005319,793.0536027035039,1722.3303262710742,929.2767235675703,40,13
187,3.0710037684761353,574.382829603538,1762.181585541073,1187.7987559375351,40,13
188,3.0810558309469522,981.1114287227142,1723.7602469275273,742.6488182048131,40,13
189,3.091107893417769,592.6506032644991,1685.3533930433844,1092.7027897788853,40,13
190,3.1011599558885856,617.5694695254759,1653.7717202974309,1036.2022507719548,40,13
191,3.111212018359402,671.8924370740367,1686.8361634057896,1014.9437263317529,40,13
192,3.121264080830219,1549.349407461969,2544.274481375261,994.9250739132922,40,13
193,3.131316143301036,491.19657547314824,1736.4096977817642,1245.213122308616,40,13
194,3.141368205771853,381.9683443779298,1728.0679801035055,1346.0996357255758,40,13
195,3.1514202682426693,228.2889787415335,1721.340171554368,1493.0511928128344,40,13
196,3.1614723307134858,1681.928086000438,2723.9889964575314,1042.0609104570933,40,13
197,3.1715243931843027,508.3755378964769,1832.509968004223,1324.134430107746,40,13
198,3.1815764556551196,320.6105894959422,1723.3179303658812,1402.7073408699391,40,13
199,3.191628518125936,318.48197453452275,1682.062839230149,1363.5808646956261,40,13
200,3.201680580596753,299.84932726048993,1672.8524943348762,1373.0031670743863,40,13
201,3.2117326430675694,1223.5280231866798,2721.4565804869217,1497.928557300242,40,13
202,3.2217847055383864,272.8446605463958,1592.7487142862187,1319.904053739823,40,13
203,3.231836768009203,684.3393438254247,1965.2020628427829,1280.8627190173581,40,13
204,3.2418888304800197,1355.1318982173746,2414.6247480946986,1059.492849877324,40,13
205,3.251940892950836,803.0185424394106,2062.717297946013,1259.6987555066023,40,13
206,3.261992955421653,707.9200159325769,2151.619533486173,1443.6995175535963,40,13
207,3.2720450178924696,1313.5114023995395,2511.7429204958444,1198.2315180963049,40,13
208,3.2820970803632865,1182.9422234165106,2415.4872508408366,1232.545027424326,40,13
209,3.292149142834103,1175.6499643874786,2276.9040388762264,1101.2540744887478,40,13
210,3.30220120530492,1063.4403683850696,1983.3175797155088,919.8772113304392,40,13
211,3.312253267775737,689.988083247408,1963.758741927949,1273.770658680541,40,13
212,3.3223053302465533,1663.8655931566257,2668.123070667516,1004.2574775108903,40,13
213,3.33235739271737,861.9716091988698,2297.4564275016564,1435.4848183027866,40,13
214,3.3424094551881867,1692.95652002134,2533.471794411031,840.5152743896911,40,13
215,3.3524615176590036,964.7832535576606,2044.0045827560639,1079.2213291984033,40,13
216,3.36251358012982,270.8403431559894,2052.626429246802,1781.786086090813,40,13
217,3.372565642600637,544.6375041950341,1913.7851663491401,1369.147662154106,40,13
218,3.3826177050714534,1073.918587512125,2017.099777704727,943.1811901926021,40,13
219,3.3926697675422703,1019.2588073239436,2036.925442064944,1017.6666347410004,40,13
220,3.402721830013087,514.0733851831076,1887.117152003846,1373.0437668207385,40,13
221,3.4127738924839037,1826.424961841215,3141.158739183372,1314.7337773421568,40,13
222,3.4228259549547206,1214.9618706203494,2229.120360408245,1014.1584897878954,40,13
223,3.432878017425537,1180.4150289924962,2416.1443442543687,1235.7293152618724,40,13
224,3.442930079896354,216.57293237119967,1826.4704249281024,1609.8974925569028,40,13
225,3.4529821423671705,990.1964871241885,2072.8523032582993,1082.6558161341109,40,13
226,3.4630342048379874,1265.3073605137158,2140.4164271057252,875.1090665920094,40,13
227,3.473086267308804,756.9070527107496,2110.473159946236,1353.5661072354865,40,13
228,3.483138329779621,968.4121600783166,2316.2419075874113,1347.829747509095,40,13
229,3.4931903922504373,1226.1492923135272,1659.3461994446895,433.19690713116233,40,13
230,3.503242454721254,361.05446897028276,1829.1694487020495,1468.1149797317667,40,13
231,3.5132945171920706,262.39304074288384,1305.8073659908416,1043.4143252479578,40,13
232,3.5233465796628876,319.64278211200235,1658.884036498192,1339.2412543861897,40,13
233,3.5333986421337045,345.8666038472011,2009.2669692795023,1663.4003654323012,40,13
234,3.543450704604521,906.9704166812064,1902.6342423077717,995.6638256265653,40,13
235,3.553502767075338,517.927168913389,1777.255643207515,1259.328474294126,40,13
236,3.5635548295461543,1036.3663339183352,1770.1901699185062,733.823836000171,40,13
237,3.5736068920169712,517.5768654850631,1740.5146389078338,1222.9377734227708,40,13
238,3.5836589544877877,847.0651867135014,1733.7694959719379,886.7043092584365,40,13
239,3.5937110169586046,965.9363014865143,1749.9994007140724,784.0630992275582,40,13
240,3.603763079429421,1041.3703353932542,1770.2684932598772,728.898157866623,40,13
241,3.613815141900238,783.3788052519244,1756.934826648043,973.5560213961187,40,13
242,3.6238672043710545,1031.4078635006133,1695.6842490050642,664.2763855044509,40,13
243,3.6339192668418714,664.7211816392777,1720.9485855296114,1056.2274038903338,40,13
244,3.643971329312688,599.2681525049267,1699.7801596836086,1100.5120071786819,40,13
245,3.6540233917835048,580.3453985418408,1725.77615835783,1145.430759815989,40,13
246,3.6640754542543217,837.5959153869434,1712.5304925631854,874.934577176242,40,13
247,3.674127516725138,805.2277710525705,1749.317718127588,944.0899470750176,40,13
248,3.684179579195955,450.5937057840761,1692.0007589263923,1241.4070531423163,40,13
249,3.6942316416667715,892.7562140686246,1695.6193228955085,802.863108826884,40,13
250,3.7042837041375885,468.05385500304146,1645.5402242062603,1177.4863692032188,40,13
251,3.714335766608405,632.1438692298711,1642.859231045063,1010.715361815192,40,13
252,3.724387829079222,708.9315371954523,1650.296687487781,941.3651502923286,40,13
253,3.7344398915500383,1413.0564542564764,2424.057117597083,1011.0006633406067,40,13
254,3.744491954020855,1549.2329612628473,3108.0724522217547,1558.8394909589074,40,13
255,3.7545440164916717,248.68199967970037,1573.8073940270683,1325.125394347368,40,13
256,3.7645960789624886,746.2316052678059,1584.940805257728,838.7091999899221,40,13
257,3.7746481414333055,1444.380795822975,2837.094451039758,1392.713655216783,40,13
258,3.784700203904122,507.8914000587049,1554.9333899314258,1047.041989872721,40,13
259,3.794752266374939,589.0727520999579,1603.8761839269332,1014.8034318269753,40,13
260,3.8048043288457554,1007.550120989461,1639.4483964555325,631.8982754660715,40,13
261,3.8148563913165723,559.3838963089393,1939.9616186810008,1380.5777223720615,40,13
262,3.8249084537873888,398.95697277559754,1776.7954406388242,1377.8384678632267,40,13
263,3.8349605162582057,232.84838547284943,1593.6710296471847,1360.8226441743352,40,13
264,3.845012578729022,255.07338451857868,1573.99642740044,1318.9230428818614,40,13
265,3.855064641199839,226.66766451452614,1581.1600962663297,1354.4924317518035,40,13
266,3.8651167036706555,208.91799286824644,1617.6485459067585,1408.730553038512,40,13
267,3.8751687661414724,203.46358320334707,1691.5681794365996,1488.1045962332526,40,13
268,3.8852208286122893,888.8409072865375,2264.4554695620996,1375.614562275562,40,13
269,3.895272891083106,70.88236538946057,1699.4340470489335,1628.551681659473,40,13
270,3.9053249535539227,432.6053809378518,1700.1767265072801,1267.5713455694283,40,13
271,3.915377016024739,558.4368315658377,1761.3750080186812,1202.9381764528434,40,13
272,3.925429078495556,651.5323127539137,1803.9531351067112,1152.4208223527976,40,13
273,3.9354811409663726,758.7813102576158,1806.544649062219,1047.763338804603,40,13
274,3.9455332034371895,821.386339311309,1785.1845266887958,963.7981873774868,40,13
275,3.955585265908006,850.5003978785186,1768.319990306658,917.8195924281393,40,13
276,3.965637328378823,877.2711356943189,1768.4989941418444,891.2278584475255,40,13
277,3.9756893908496393,879.0157981410775,1752.1544216630234,873.1386235219459,40,13
278,3.9857414533204563,872.5423661428619,1779.8654393603445,907.3230732174826,40,13
279,3.9957935157912727,892.7070091227286,1792.2018631003941,899.4948539776656,40,13
280,4.00584557826209,908.8511312045327,1778.7803989517406,869.9292677472079,40,13
281,4.015897640732907,917.8379261235275,1771.0867866824472,853.2488605589197,40,13
282,4.0259497032037235,939.0312040554808,1762.3432709594092,823.3120669039284,40,13
283,4.0360017656745395,894.0985121580476,1742.7537700267685,848.6552578687209,40,13
284,4.046053828145356,793.6512149796041,1675.1504812953997,881.4992663157956,40,13
285,4.056105890616173,710.1223343477902,1579.560093284464,869.4377589366738,40,13
286,4.066157953086989,644.193299116115,1507.2910595081983,863.0977603920833,40,13
287,4.076210015557807,578.0373076194389,1595.1825631551633,1017.1452555357243,40,13
288,4.086262078028623,491.71793754728145,1602.3298651284967,1110.6119275812152,40,13
289,4.09631414049944,327.913328703927,1547.9654554930366,1220.0521267891097,40,13
290,4.106366202970257,1102.4193626066535,1878.3743690696504,775.9550064629968,40,13
291,4.116418265441073,1147.8030704034488,2118.128609031073,970.3255386276244,40,13
292,4.126470327911891,135.32101123510043,1389.6702079525794,1254.349196717479,40,13
293,4.136522390382707,138.56995386075613,1428.2903149666013,1289.720361105845,40,13
294,4.146574452853524,198.3911490019796,1410.6597764601313,1212.2686274581517,40,13
295,4.156626515324341,262.9847572811697,1568.4671782000646,1305.4824209188948,40,13
296,4.166678577795157,466.291975106206,1720.0673618176706,1253.7753867114648,40,13
297,4.176730640265974,527.9224290673749,1776.5037983489826,1248.5813692816077,40,13
298,4.1867827027367905,547.5712438394705,1878.2324355150067,1330.6611916755362,40,13
299,4.196834765207607,556.4895351180166,1993.0914376509684,1436.6019025329517,40,13
300,4.206886827678424,571.7444772330779,2103.1191442223862,1531.3746669893085,40,13
301,4.21693889014924,560.2420246856835,2184.2239401846737,1623.98191549899,40,13
302,4.226990952620057,558.7748084892804,2294.733570345955,1735.9587618566743,40,13
303,4.237043015090874,553.0186836878081,2412.7032395863694,1859.6845558985613,40,13
304,4.24709507756169,522.3327464209049,2389.017067314568,1866.6843208936632,40,13
305,4.257147140032508,534.943696310919,2468.6804492789374,1933.7367529680184,40,13
306,4.267199202503324,510.1603732016712,2521.468471839196,2011.3080986375248,40,13
307,4.277251264974141,320.1891616399406,2417.591322220037,2097.4021605800963,40,13
308,4.287303327444958,225.9852151401067,2002.2753440064216,1776.290128866315,40,13
309,4.297355389915774,602.552099957868,2214.7288950331667,1612.1767950752987,40,13
310,4.307407452386591,823.5225062154284,2150.195000585757,1326.6724943703286,40,13
311,4.317459514857408,850.5557585219675,2141.5717465860257,1291.015988064058,40,13
312,4.327511577328224,1218.6405181216164,2416.1619592246834,1197.521441103067,40,13
313,4.337563639799042,1730.8843547221622,2841.5477255766123,1110.66337085445,40,13
314,4.347615702269858,615.3324556364984,2134.1493048601337,1518.8168492236355,40,13
315,4.3576677647406745,2113.59532275427,2956.3597758198944,842.7644530656244,40,13
316,4.367719827211491,2078.435951719122,3039.837304449201,961.401352730079,40,13
317,4.3777718896823075,959.0374358915428,2166.354490795245,1207.3170549037022,40,13
318,4.387823952153125,1406.0365187013294,2754.1624070086264,1348.125888307297,40,13
319,4.397876014623941,858.0205854894476,1998.1346876519099,1140.1141021624621,40,13
320,4.407928077094758,1739.932237360523,2886.2915894496973,1146.3593520891743,40,13
321,4.417980139565575,1651.6585530963787,2591.5063792390583,939.8478261426797,40,13
322,4.428032202036391,820.7052000344821,1772.88428718202,952.1790871475379,40,13
323,4.438084264507208,402.1937978484452,1541.388775934303,1139.1949780858579,40,13
